"ERI","CODE","CLAS","KIND","CNAME","SPEC","CCCCODE","BARCODE","SUPP","PREDAY","USERFLD1","USERFLD2","PRICE1","PRICE2","PRICE3","PRICE4","PRICE5","MADETYPE","CALCUTYPE","LOCALITY","IMPTRATE","GOODRATE","MARGIN","UNIT","INUNIT","INQTY","OUTUNIT","OUTQTY","LEN","WIDE","HIGHT","PUNIT","PACKUNIT","WETUNIT","NW","INNW","PACKNW","GW","INGW","PACKGW","CFT","INCFT","PACKCFT","CTNQTY","CTNINQTY","PACKQTY","FTQTY20","FTINQTY20","FTPQTY20","FTQTY40","FTINQTY40","FTPQTY40","FTQTY40H","FTINQTY40H","FTPQTY40H","FTQTY45","FTINQTY45","FTPQTY45","PACKDESC","PRODDESC","DESCRIP","ENAME","ESPEC","EPDESC","PICTURE","FCOST","CCOST","TDATE","SAFEQTY","MAXQTY","FQTY","CQTY","FBROWQTY","CBROWQTY","FLENDQTY","CLENDQTY","FPHSQTY","CPHSQTY","FORDQTY","CORDQTY","FSASMQTY","CSASMQTY","FSASKQTY","CSASKQTY","FAGTQTY","CAGTQTY","COSTSUBJ","SALESUBJ","STOCKSUBJ","RAWPSUBJ","HFINPSUBJ","FINPSUBJ","INSDATE","FLAG","GPFLAG","TTIME","UPDNFLAG","GUNSALEFLAG","PRHSSUBJ","FMASMQTY","CMASMQTY","FMASKQTY","CMASKQTY","EXPCOST","CURR","MINQTY","PRSFLAG","LPHSDATE","LSALDATE","LINDATE","LOUTDATE","LUPDDATE","LENDSUBJ","BROWSUBJ","EPDESC1","NTAXFLAG","MFLAG","NSDATE","PICTURES","PICTURED","PICTUREB","SCLAS","SCLASNAME","MCLAS","MCLASNAME","BCLAS","BCLASNAME","GPCQTY","APCODE","LASTUPD","POSFLAG","POSDISFLAG","PLUS","PLUSPRC","BONUSTYPE","BONUSVALUE","FCMD","STOCKMD","PREPERIOD","LPRHSQTY","BESTOQTY","BSTCOST","BROQTY","BOPERIOD","STLDATE"
"00K001059VRBO4V8","H21","05-1","","樂譜/人生","10","","H21","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1575","1574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/11/26","2021/01/12","2024/11/26","2024/11/26","",""," ","0","0","","","","","","","","","","","0","","191122181834","","","","","","","","","","","","","","",""
"00K001059VRCF4VM","H22","05-1","","樂譜/快樂在我心","10","","H22","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1572","1568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/09/20","2021/01/12","2024/09/20","2024/09/20","",""," ","0","0","","","","","","","","","","","0","","191122181839","","","","","","","","","","","","","","",""
"00K001059VRDD4VU","H23","05-1","","樂譜/祈求","10","","H23","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1516","1511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/11/09","2021/01/12","2022/11/09","2022/11/09","",""," ","0","0","","","","","","","","","","","0","","191122181843","","","","","","","","","","","","","","",""
"00K001059VRE04W2","H24","05-1","","樂譜/感恩的祈禱","10","","H24","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1420","1385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2021/09/08","2021/01/12","2021/09/08","2021/09/08","",""," ","0","0","","","","","","","","","","","0","","191122181848","","","","","","","","","","","","","","",""
"00K001059WOIZ547","CUNPSB570A24A","07-6","","馬太福音研讀本(聖經公會)","220","","9789866674983","302","0","","","220","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","128.67338","122.44892","2022/08/04","0","0","3","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/11/27","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/04/05","2024/08/23","2024/04/05","2024/08/23","2024/08/23","",""," ","1","0","","","","","","","","","","","0","","220804105711","","","","","","","","","","","","","","",""
"00K001059WON854F","CUNPSB570A39","07-6","","雅各書研讀本(聖經公會)","200","","9789866674990","302","0","","","200","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","128.44711","118.96474","2022/08/04","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/17","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/09/19","2024/12/18","2024/09/19","2024/12/18","2024/12/18","",""," ","1","0","","","","","","","","","","","0","","220804110021","","","","","","","","","","","","","","",""
"00K00105A8SO13OI","H25","05-1","","樂譜/十誡","10","","H25","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1571","1570","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2023/06/21","2021/01/12","2023/06/21","2023/06/21","","","","0","0","","","","","","","","","","","0","","191122181854","","","","","","","","","","","","","","",""
"00K00105A8ST13OP","H26","05-1","","樂譜/主是力量保障","10","","H26","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1588","1586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2023/04/07","2021/01/12","2023/04/07","2023/04/07","","","","0","0","","","","","","","","","","","0","","191122181858","","","","","","","","","","","","","","",""
"00K00105A8SWX3OW","H27","05-1","","樂譜/向前奔跑","10","","H27","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1578","1577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/09/20","2021/01/12","2024/09/20","2024/09/20","","","","0","0","","","","","","","","","","","0","","191122181903","","","","","","","","","","","","","","",""
"00K00105A8SYI3P3","H28","05-1","","樂譜/老歲仔的歌(台語)","10","","H28","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1581","1578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/09/20","2021/01/12","2024/09/20","2024/09/20","","","","0","0","","","","","","","","","","","0","","191122181910","","","","","","","","","","","","","","",""
"00K00105A8TM83PA","H29","05-1","","樂譜/求主憐憫/黽立","10","","H29","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1565","1564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2023/05/30","2021/01/12","2023/05/30","2023/05/30","","","","0","0","","","","","","","","","","","0","","191122202518","","","","","","","","","","","","","","",""
"00K00105A8TPL3PH","H30","05-1","","樂譜/長青樹","10","","H30","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1588","1585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/09/20","2021/01/12","2024/09/20","2024/09/20","","","","0","0","","","","","","","","","","","0","","191122181926","","","","","","","","","","","","","","",""
"00K00105A8TVC3PO","H31","05-1","","樂譜/長青樹(台語)","10","","H31","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1591","1587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/09/20","2021/01/12","2024/09/20","2024/09/20","","","","0","0","","","","","","","","","","","0","","191122181930","","","","","","","","","","","","","","",""
"00K00105A8U1F3PV","H32","05-1","","樂譜/耶穌是我磐石","10","","H32","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1588","1587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2023/12/27","2021/01/12","2023/12/27","2023/12/27","","","","0","0","","","","","","","","","","","0","","191122181935","","","","","","","","","","","","","","",""
"00K00105A8U5A3Q2","H33","05-1","","樂譜/耶穌恩友","10","","H33","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1500","1496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/12/30","2021/01/12","2024/12/30","2024/12/30","","","","0","0","","","","","","","","","","","0","","191122181939","","","","","","","","","","","","","","",""
"00K00105A8UGE3Q9","H34","05-1","","樂譜/頌主救恩","10","","H34","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1590","1589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122181944","","","","","","","","","","","","","","",""
"00K00105A8UJ23QG","H35","05-1","","樂譜/頌讚耶和華(一)","10","","H35","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1588","1587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122181948","","","","","","","","","","","","","","",""
"00K00105A8USX3QN","H36","05-1","","樂譜/頌讚耶和華(二)","10","","H36","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1590","1589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122181954","","","","","","","","","","","","","","",""
"00K00105A8UVK3QU","H37","05-1","","樂譜/頌讚耶和華(三)","10","","H37","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1592","1591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122181958","","","","","","","","","","","","","","",""
"00K00105A8UY23R1","H38","05-1","","樂譜/頌讚耶和華(四)","10","","H38","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1592","1591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122182013","","","","","","","","","","","","","","",""
"00K00105A8UYH3R8","H39","05-1","","樂譜/頌讚耶和華(五)","10","","H39","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1592","1591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122182018","","","","","","","","","","","","","","",""
"00K00105A8UZE3RF","H40","05-1","","樂譜/頌讚耶和華(六)","10","","H40","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1590","1589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122182027","","","","","","","","","","","","","","",""
"00K00105A8V5F3RM","H41","05-1","","樂譜/箴言要訓(台語)","10","","H41","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1568","1551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/09/20","2021/01/12","2024/09/20","2024/09/20","","","","0","0","","","","","","","","","","","0","","191122182056","","","","","","","","","","","","","","",""
"00K00105A8V7V3RT","H42","05-1","","樂譜/誰家的孩子最乖","10","","H42","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1589","1588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122182101","","","","","","","","","","","","","","",""
"00K00105A8V8Y3S0","H43","05-1","","樂譜/在主蔭下","10","","H43","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1559","1558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/03/07","2021/01/12","2024/03/07","2024/03/07","","","","0","0","","","","","","","","","","","0","","191122182110","","","","","","","","","","","","","","",""
"00K00105A8VKN3S7","H44","05-1","","樂譜/耶穌大愛","10","","H44","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1566","1565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/11/04","2021/01/12","2024/11/04","2024/11/04","","","","0","0","","","","","","","","","","","0","","191122182114","","","","","","","","","","","","","","",""
"00K00105A8VNV3SE","H45","05-1","","樂譜/因為有你","10","","H45","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1545","1543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2023/12/01","2021/01/12","2023/12/01","2023/12/01","","","","0","0","","","","","","","","","","","0","","191122182119","","","","","","","","","","","","","","",""
"00K00105A8VPX3SQ","H46","05-1","","樂譜/我的神","10","","H46","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1582","1581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/01/03","2021/01/12","2024/01/03","2024/01/03","","","","0","0","","","","","","","","","","","0","","191122182123","","","","","","","","","","","","","","",""
"00K00105A8VUL3SX","H47","05-1","","樂譜/福音的曙光","10","","H47","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1572","1571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2023/05/30","2021/01/12","2023/05/30","2023/05/30","","","","0","0","","","","","","","","","","","0","","191122182128","","","","","","","","","","","","","","",""
"00K00105A8VVM3T4","H48","05-1","","樂譜/萬有當讚美耶和華","10","","H48","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1585","1584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2022/07/22","2021/01/12","2022/07/22","2022/07/22","","","","0","0","","","","","","","","","","","0","","191122182133","","","","","","","","","","","","","","",""
"00K00105A8W423TB","H49","05-1","","樂譜/百合花/蕭榮燦","10","","H49","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2021/01/05","0","0","1575","1574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2023/05/30","2021/01/12","2023/05/30","2023/05/30","","","","0","0","","","","","","","","","","","0","","210105183735","","","","","","","","","","","","","","",""
"00K00105A8W6R3TI","H50","05-1","","樂譜/若不是","20","","H50","704","0","","","20","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1525","1524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/12/16","2021/01/12","2024/12/16","2024/12/16","","","","0","0","","","","","","","","","","","0","","191122182243","","","","","","","","","","","","","","",""
"00K00105A8W7W3TP","H51","05-1","","樂譜/我不孤單","20","","H51","704","0","","","20","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1125","1042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/09/20","2021/01/12","2024/09/20","2024/09/20","","","","0","0","","","","","","","","","","","0","","191122182248","","","","","","","","","","","","","","",""
"00K00105A8WKT3TW","H52","05-1","","樂譜/The Lords Prayer","10","","H52","704","0","","","10","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2019/11/22","0","0","1421","1372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2023/12/27","2021/01/12","2023/12/27","2023/12/27","","","","0","0","","","","","","","","","","","0","","191122182301","","","","","","","","","","","","","","",""
"00K00105A8WN83U3","H53","05-1","","樂譜/Benediction願坦途鋪於你前","20","","H53","704","0","","","20","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2021/05/06","0","0","1574","1574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/05/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/05/25","2024/07/29","2021/01/12","2024/07/29","2024/07/29","","","","0","0","","","","","","","","","","","0","","210506100157","","","","","","","","","","","","","","",""
"00K00105ANVVRCXI","C252","02-1","","傳道書釋義(田輝煌著)","250","","9789867893994","104","0","經卷類","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","54.52816","54.52824","2021/03/24","0","0","455","413","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/06/13","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/06/14","","2021/12/30","","","",""," ","1","0","","","","","","","","","","","0","","210324153025","","","","","","","","","","","","","","",""
"00K00105B8Q6L7QJ","C251","02-1","","杏樹枝8 (耶.哀.結)","300","","9789867893987","101","0","杏樹枝","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","123.52457","123.52572","2021/03/24","0","0","504","457","0","0","7","10","0","0","0","0","0","0","0","0","0","0","","","","","","","2017/01/01","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/07/03","","2021/12/30","","","",""," ","1","0","","","","","","","","","","","0","","210324153021","","","","","","","","","","","","","","",""
"00K00105BLTP0H0Q","9789861985916","07-1","","當先知以賽亞遇見火焰飛龍(校園)","250","","9789861985916","201","0","","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","166.5","179.25","2023/03/29","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/07/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2019/06/12","2019/06/16","2019/06/12","2019/06/16","2019/06/16","",""," ","1","0","","","","","","","","","","","0","","230329162922","","","","","","","","","","","","","","",""
"00K00105CGUS2C7E","C254","02-1","","杏樹枝9 (但以理書.小先知書)","300","","9789869655729","104","0","杏樹枝","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","103","103","2021/03/24","0","0","372","323","0","0","-8","-5","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/08/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/09/04","","2021/12/30","","","",""," ","1","0","","","","","","","","","","","0","","210324153032","","","","","","","","","","","","","","",""
"00K00105CGV2EC7M","C253","02-1","","王子與十大惡人-繪本","350","","9789869655705","101","0","生活類","","350","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","127.50006","127.49939","2021/03/24","0","0","236","161","0","0","48","59","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/08/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2018/08/20","2020/12/28","2021/12/30","2020/12/28","","",""," ","1","0","","","","","","","","","","","0","","210324153029","","","","","","","","","","","","","","",""
